marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
US	16104916	R39QFVMUZSJAYH	0345277600	68877915	Sir Gawain and the Green Knight; Pearl; [and] Sir Orfeo	Books	5	9	10	N	N	Arthurian Legend at its best	I've always been fascinated with the old Arthurian legends, so this tale appealed to me greatly.  Sir Gawain was everything a knight should be considering the fact that he's not perfect due to the fact that he's human.  The animals depicted in the hunting scenes directly tie in with the storyline with Sir Gawain and the lady of the castle.  The deer represented that Sir Gawain tried to flee away from having to deal with the lady of the castle.  The wild boar represented difficulty since it was stated that the boar in the hunt had killed a man.  Finally, the fox represented the fact that Sir Gawain was planning to be sly and conceal the fact that the lady of the castle had given him her girdle.  The fact that he would lie to the lord of the castle, shows that he is truly human and that he would like to keep his own head when he has to go meet back up with the Green Knight the following day.  The hunt over three days represents a series of three tests which later comes to aid or hinder Sir Gawain in his quest to keep his oath as a knight and follow through with the guidelines of \\"the beheading game\\".  The girdle at the end that all the knights in King Arthur's court take to wearing symbolizes that they are human and that they are not perfect and that humility should be observed.	2005-10-13
US	13222682	R38U1OVVBQGRY4	8823710510	195062361	La Sacra Bibbia: Ossia l'Antico e il Nuovo Testamento (Italian Edition)	Books	4	13	15	N	Y	It's ok.	I'm learning to speak Italian on my free time and i thought that since i read the Bible anyway, why not learn Italian and read my Bible at the same time?  There's a couple of issues i have though, the Italian used in this Bible is sort of an old Italian language, with words being written slightly different than they are in my Italian language dictionary.  Also, for example, the book of Eclesiastes has either additianal verses in the last chapter or the verse numbering has been changed and made longer. I've noticed this in other places in this Bible as compared to the KJV version.  Also translations change from English to Italian. I also compared the Spanish (Reina-Valera) version of the Bible to this Italian Bible and they are more similar. Over all i'm having fun reading the Bible in Italian.  The Word of God is beautiful in any language! God Bless! and happy reading.	2005-10-13
US	29739765	R3LZ6YMO7D449J	0156029669	267561645	Star of the Sea	Books	5	1	3	N	N	Wonderful	A fascinating story, part political history, part tragic adventure story. Tremendous characters and superbly written.	2005-10-13
US	52674826	R326U1YXVIA9TB	0451460464	45319253	The Protector's War: A Novel of the Change	Books	5	3	9	N	Y	a Willamette Valley resident	This book was well researched. I was born in Sweet Home and lived in Lebanon and then moved to Eugene. Real fun to see all the places mentioned in a story. Only a couple of times did the author lose me. I enjoy the characters and of course all the action. The story line does catch the feeling of the valley and the people who live here. Even the ranchers on the east side of the mountains. Cannot wait (even though I have to) for the next book. I will not go into the story because when other reviewers do this it sometimes ruins the book for me if they give too much away. Just trust me you will love it.	2005-10-13
US	50952040	R3PT78OEQY00WG	B0006YKG2W	834925249	Did God Know?: A study of the nature of God	Books	1	6	34	N	N	Socinianism revisited	For significant dealing with this book, read John Piper's article entitled \\"Is the Glory of God at Stake in God's Foreknowledge of Human Choices?\\" at desiringGod dot org slash library slash topics slash foreknowledge slash glory_foreknowledge.html.  Sadly this early introduction to the supposedly \\"modern\\" notion of \\"open theism\\" is merely Socinianism redressed in new clothes, the most prominent spokesmen being Carl Bangs, Clark Pinnock and Greg Boyd.  Why ostensibly educated people are so taken by their vacuous \\"arguments\\" is a mystery; it's just a repeat of \\"Did God say?\\" back in Genesis 3.  Satan need not think up any new lies when man keeps falling for the same old one and the frightening thing is that one must wonder if or how as with Adam, these people are also not deceived, but are eating this forbidden fruit knowingly.  1 Timothy 2:14.  God knows - whether they shake their impotent fists against Him or not.  When one compares the awesome prodigous inspiration and brilliance of saints like Augustine who have illumined Christ's Church for so many centuries with the puny little incredibly arrogant figures of those who decide to reject him like Pinnock, one doesn't know whether to laugh or to cry.  How like modernity's view of \\"truth\\" as having nothing to do with veracity, of whether anything is even a proposition, much less whether it's true or false, but rather exclusively utilitarian, something to be used for power aggrandizement.  But as with Naziism and Communism, these devils break their pawns and will horribly destroy them either here or in the hereafter.  Matthew 10:28.  See this illustrated in \\"That Hideous Strength\\" by C.S. Lewis and the horrible end of the sagacious Frost and Wither, both appropriately named, especially the latter.  God is in full control as a profoundly happy God whose joy is our strength.  May people turn to that joyful truth and away from this sad book of delusion.  Nehemiah 8:10.	2005-10-13
US	51110149	R3TG0TPV7LVQW4	0684834936	667246406	Darwin's Black Box: The Biochemical Challenge to Evolution	Books	1	32	56	N	N	Sloppy Logic	Behe wonders on pg. 203:<br /><br />\\"Might there be an as-yet-undiscovered natural process that would explain biochemical complexity?  No one would be foolish enough to categorically deny the possibility.  Nonetheless, we can say that if there is such a process, no one has a clue how it would work.  Further, it would go against all human experience, like postulating that a natural process might explain computers.\\"  \\"In the face of the massive evidence we do have for biochemical design, ignoring that evidence in the name of a phantom process would be to play the role of the detectives who ignore an elephant\\".<br /><br />Well this is just riddled with logical loops and holes.  First, who is he to say that no one has a clue how it would work?  He has already stated (pp 189-192) that Stuart Kauffman and others claim they have a clue, but he has already peremptorily dismissed them so now he is going to ignore them.  Second why does it go against all human experience?  We have ample human experience of coming to understand new natural processes and laws that have opened up whole new ways of understanding.  Theories of gravity, electromagnetic forces, atomic structure, DNA replication come immediately to mind.  So it is not at all beyond human experience to discover a new natural process with major explanatory power.  Third, what is illogical about postulating that a natural process explains computers?  Humans are natural systems, human culture is a natural system, and computers have arisen from that natural system.  Our computers are crude and undeveloped compared to the computational systems of the human brain or any organism's ability to derive and process information from its environment. Electronic computers are the result of natural processes which can occur when natural systems like human beings emerge from cellular structures.  Fourth, the conclusion of biochemical design is what is on trial when he suggests that an undiscovered natural process might be an alternative explanation for the \\"evidence\\" !  He can't then logically claim that the very same evidence rules out the undiscovered process!  This paragraph alone is enough to toss Behe onto the intellectual rubbish heap!<br /><br />Behe puts forth what I will accept as strong arguments that the theory of gradual mutation and natural selection is insufficient to explain biochemical processes and structures.  He then waves his hands, metaphorically speaking, in two chapters about intelligent design, using very poor logic.  He dismisses other people who agree with the limits of natural selection, using deprecatory tactics to deflect legitimate investigation into their work.  He mentions how Lynn Margulis was \\"initially patronized and ridiculed, [then] eventually won grudging acceptance - and then acclaim - for her idea that parts of the cell were once free-living organisms.  But, he points out, symbiosis, although important, cannot explain the origin of complex biochemical systems.  He then proceeds to himself patronize and ridicule Stuart Kauffman who does put forth a promising framework for the origin of complex biochemical systems.  First he directly equates Kauffman's proposals on biological systems with \\"complexity theory\\" itself, describes complexity theory as \\"a mathematical concept to describe the behavior of some computer programs\\", and makes it sound as if Kauffman himself is a computer jockey playing artificial life games rather than an Marshall scholar, MD, Professor of Biochemistry and Biophysics, Biotech company founder, and recipient of numerous prestigious awards and fellowships.  Kauffman's resume ([...]) makes Behe look like a grad student.  Behe mixes up Kauffman's ideas with others less profound, picks out pieces out of context, and then states that \\"this aspect of complexity theory\\" requires pre-existing, already functioning systems.  Behe finishes his dismissal of one of the most interesting investigations into the origins of life with a patronizing concluding paragraph:<br /><br />\\"Complexity theory may yet make important contributions to mathematics, and it may still make modest contributions to biochemistry.  But it cannot explain the origin of the complex biochemical structures that undergird life.  It doesn't even try.\\"<br /><br />In the dynamics of polemic discourse, Behe has just \\"inoculated\\" the reader who has yet to read Kauffman against these ideas which directly challenge Behe's conclusions.  The Behe reader now may think they know something about Kauffman and his ideas and that they are unimportant instead of powerful.  Behe performs an even more egregious \\"inoculation\\" when he misquotes Daniel Dennett to make him sound like a nut-case rather than the profound rationalist and meticulous logician that he is.  Behe is a crusader for God, and he doesn't want you to open your mind to these \\"godless\\" intellectuals.<br /><br />Behe is then so bold as to declare, in his concluding chapter, that the cumulative efforts of cellular biological investigation clearly and unambiguously point to intelligent design.  He then mournfully suggests that the scientific community's failure to embrace and announce that conclusion stems from various cultural pressures.  He examines and dismisses what he claims are the main arguments against intelligent design, but he conveniently overlooks the most potent argument that is the real reason the scientific community has not accepted intelligent design:  it doesn't provide any useful knowledge.<br /><br />Intelligent Design is a way of giving up.  Behe doesn't say \\"Look, natural selection may be necessary but it isn't sufficient to explain things the way they are.  Let's open our minds to new ways of thinking.  Maybe there is a natural principle right under our noses that we have been blind to.\\".  That's what Kaufmann says, but Behe says no, don't bother to try to find a natural principle for these problems.  They are too complex to have arisen on their own.  God created them.  Even if all these systems existed \\"in the mind of God\\" before they came into creation, how did they come into creation?  What are God's physical methods?  Those are the \\"as-yet undiscovered natural processes\\" that Behe would dismiss.<br /><br />Therefore, what Behe is really trying to do is to convince us to keep our minds closed.  Don't look behind the curtain where the great and powerful Wizard of Oz is working.zing concluding paragraph: <br />\\"Complexity theory may yet make important contributions to mathematics, and it may still make modest contributions to biochemistry.  But it cannot explain the origin of the complex biochemical structures that undergird life.  It doesn't even try.\\" <br /> <br />In the dynamics of polemic discourse, Behe has just \\"inoculated\\" the reader who has yet to read Kauffman against these ideas which directly challenge Behe's conclusions.  The Behe reader now may think they know something about Kauffman and his ideas and that they are unimportant instead of powerful.  Behe performs an even more egregious \\"inoculation\\" when he misquotes Daniel Dennett to make him sound like a nut-case rather than the profound rationalist and meticulous logician that he is.  Behe is a crusader for God, and he doesn't want you to open your mind to these \\"godless\\" intellectuals. <br /> <br />Behe is then so bold as to declare, in his concluding chapter, that the cumulative efforts of cellular biological investigation clearly and unambiguously point to intelligent design.   He then mournfully suggests that the scientific community's failure to embrace and announce that conclusion stems from various cultural pressures.  He examines and dismisses what he claims are the main arguments against intelligent design, but he conveniently overlooks the most potent argument that is the real reason the scientific community has not accepted intelligent design:  it doesn't provide any useful knowledge.   <br /> <br />Intelligent Design is a way of giving up.   Behe doesn't say \\"Look, natural selection may be necessary but it isn't sufficient to explain things the way they are.  Let's open our minds to new ways of thinking.  Maybe there is a natural principle right under our noses that we have been blind to.\\".  That's what Kaufmann says, but Behe says no, don't bother to try to find a natural principle for these problems.  They are too complex to have arisen on their own.  God created them.  Even if all these systems existed \\"in the mind of God\\" before they came into creation, how did they come into creation?  What are God's physical methods?  Those are the \\"as-yet undiscovered natural processes\\" that Behe would dismiss. <br /> <br />Therefore, what Behe is really trying to do is to convince us to keep our minds closed.  Don't look behind the curtain where the great and powerful Wizard of Oz is working. <br />	2005-10-13
US	35224302	R36D4ULPHFI098	1595327126	713666511	Dragon Hunt (Warcraft: The Sunwell Trilogy, Book 1)	Books	3	4	5	N	N	Art Stupendous; Story Incredibly Long-Winded	I don't know about you, but in my manga, I like to read pages of a background story in minute detail, beginning with the creation of the world, and spanning thousands of years, through catacyclsm after catacylsm.  Races and cities rise and fall, lots of good folks just inexplicably go \\"mad,\\" and that's all before the art!  No, actually, I don't.<br /><br />Warcraft is written by a guy whose imagination is in overdrive.  If this is a trilogy, and not a thirty-volume manga, such a background story was really uneccesary.  What saves this manga is the art.<br /><br />Korean artist Jae-Hwan Kim draws really exciting art.  You feel like you are in the story.  Kim has an incredible sense of space, dimension, and proportion.  The characters designs and clothing are to die for.  The men are men's men, but wear intricate clothing and armor.  The women are beautiful, with lovely clothes.  Forests and mountains don't look like backdrops, but like the real thing.  You can almost smell the pine trees.<br /><br />Richard A. Knaak has a \\"knack\\" for storytelling, when the manga finally begins.  It is a good tale of good vs. evil in a fantasy land.  Dragon Kalec has taken human form when he is attacked by a band of orcs led by a dragon-hating dwarf.  Injured, Kalec is led to safety by a beautiful, naiive peasant girl named Anveena.<br /><br />Anveena is so dumb, she makes TV's Crank Yanker's Special Ed look like a genius.  (Yay!)  If she were as ugly as she is stupid, Kalec would run like hell.  As it is, she is very pretty, and Kalec feels a bond with her, even though he is engaged to the Dragon Tyrl.  Tyrl is smart, beautiful, and arrogant.  Soon they are engaged in bloody, (well-drawn) battles with orcs and the undead.  Seeing someone fighting with his guts hanging out is pretty cool.<br /><br />I would get this trilogy just for the art.	2005-10-13
US	12670864	R2K8PWQ8OONDFB	0375822747	176879219	The City of Ember (The First Book of Ember)	Books	4	2	2	N	N	A great book	First of all, I'll say that this book is rare. Nothing I've ever read had such a thick storyline or plot as The City of Ember. But, it has some dragging parts in the middle, like about the main character's grandmother losing something. The City of Ember is a very interesting book to read, and I suggest it to avid readers who are sick of the Harry Potter Series or sick of waiting for some book to come out. <br /> <br />I like the mystery in the City of Ember, and I can see a very clear message from the author. Usually, some books don't have a clear purpose or message from the author because it's like some fantasy book. But The City of Ember is rare in that way. <br /> <br />The City of Ember is a kind of alien to the other books, and that's what makes the suspense. The main characters are Lind Mayfleet and Doon Harrow, two friends who are exactly opposite of each other. They solve the mysterys of their city with clues everywhere with the lights flickering....... <br /> <br />To find out what happens to Lina and Doon, read this book. It is worthwhile to read The City of Ember!	2005-10-13
US	27267782	R33BCVCZUJ4AXR	0976196409	404929480	Sammy: On Vacation	Books	5	1	1	N	N	Another wonderrful visit	I love every one of Robin Hardy's books that I have read. It amazes me how relevant this book was to me. I mean I'm from New Orleans and I've lost everything material I've owned, including my city. Sammy gets first hand experience on the things you love most and what is more valuable. It was a reat book for me to read and a great one for anyone to read. <br />I highly recommend it and any other Robin Hardy book to anyone who's a Christian but sure Christian Fiction is not for them. I also recommend it to any non-christian person who thinks Christian Fiction is strictly aimed at converting you.	2005-10-13
US	49955926	REPCY5HFX7QW3	0345461274	356908131	Lost and Found: A Novel (The Taken Trilogy)	Books	4	1	3	N	N	disappointed	Not up to Foster's usual high standards.  Wordy and not enough action.  Probably will not buy the next books in the trilogy.	2005-10-13
US	12082808	R2SSK4QX8KOOWA	0201484021	328039694	How Children Fail (Classics in Child Development)	Books	2	5	25	N	N	Good for Some	I believe that John Holt's book, How Children Fail, is a great tool for teachers who don't have a clue about teaching. It goes into too much detail in some parts about how different children learn and how the teacher can help those children. The book is good for students who are going into teaching, while for others it just drags on. With re-writing the book, Holt looked back at what he said previously and explained how teaching styles changed. Over all, read How Children Fail if you're interested in learning why your child or you yourself can't learn. Not a good book for just free time.	2005-10-13
US	12145828	R141JYNC0UGEIJ	1844161560	253182049	Eisenhorn (A Warhammer 40,000 Omnibus)	Books	5	8	8	N	N	Not just for Warhammer 40k fans	The above reviews are dead on and I'm not sure what I can add except this: I am not( or should I say wasn't) a Warhammer 40k fan when I picked up the book. I almost didn't buy it because I thought It would be too difficult to drag myself through all of the game specific terminology since I don't play the game. I was WRONG. Dan Abnett truly tells a compelling, in-depth, page turner of a story that's 1 part Sherlock Holmes, 1 part Raiders of the Lost Ark, and 1 part Lovecraft's Cthulu. The Eisenhorn Ominbus edition covers all three books and 2 chronlogically organized short stories.   <br /> <br />Inquisitor Eisenhorn is truly a character you can invest in and his tragic flaws only make more him more endearing and believable. This is not a superhero, James Bond series where the main characters always save the day and emerge unscathed. These stories are really about Eisenhorn's transformation as he is drawn deeper and deeper into crossing the line of heresy in his crusade to save humanity from the terrors of Chaos. How much sacrifice is acceptable and can the ends justify the means? The beauty of this SF epic is that Eisenhorn explores these concepts while providing a blood-soaked, action packed, thriler of a ride.  <br /> <br />I just chucked Dune and Starhship Troopers off my bookshelf. Eisenhorn deserves to stand alone at the top of the SF heap. My best comparison is LOTR. This is a definite buy-it-in-hardback-if-you-can-find-it so it can endure the wear of re-reading.	2005-10-13
US	51737796	RRWLPU27L1NR2	0764229001	365430904	The Heart of a Teacher: True Stories of Inspiration and Encouragement	Books	5	5	5	N	N	Wow! Not your typical teacher book...	When I picked up \\"The Heart of a Teacher\\" I expected more of the usual teacher gift books that grace my shelf (and sometimes my trash can ;-). As a teacher of many years, I would trade all the other books that expound the greatness of teachers for this one thought provoking book.  <br /> <br />What makes The Heart of a Teacher different?  <br /> <br />This compilation of stories truly represents the \\"heart\\" of the best. There are no platitudes or sweet quotes. Each story challenges the reader to grow closer to the Master Teacher.  <br /> <br />The authors range from well known writers to everyday folks willing to share what God has revealed to them. Pick up a copy of this beautiful book. You won't be disappointed.  <br /> <br />Actually, pick up several. You won't be able to keep it to yourself.	2005-10-13
US	12084068	R5OUXCBHTN6WD	0375826688	342317933	Eragon (Inheritance)	Books	5	1	3	N	N	great book	After reading all of the mixed reviews regarding this book, I decided I had to read it.  Let me tell you, I thought it was awesome.  Yes, there are similarities to other books and one particular movie series, but it was enjoyable nonetheless.  It is very evident that the book was written by a teenager, but I think that's one things I liked about it.  I thought the writing was pretty straight forward and to the point, as well as easy to read.  Good job Paolini, keep it up.  I am currently reading the second book and enjoying it very much.  As an avid fantasy reader I recommend this book to anyone who enjoys reading, whether it be fantasy or not.  To those of you who stress out about the small things, such as the similarities to other authors and obvious clues Eragon should be picking up on, I recommend you get out of your mom's basement and put the dungeons and dragons board away (or whatever it is you use to play the game)!  There is more to life than fantasy, it is after all just fiction.  Memo:  elves, dwarves, dragons, etc. don't really exist, it's just make believe!	2005-10-13
US	52793338	R36MQ5T6M9H6IZ	0739323350	941784853	Don't Get Too Comfortable: The Indignities of Coach Class, The Torments of Low Thread Count, The Never- Ending Quest for Artisanal Olive Oil, and Other First World Problems	Books	2	18	27	N	N	Cute at times, but mostly boring	I really wanted to like this book.  I got the audio version.  I was expecting witty commentary on America's consumer culture and self-obessive nature.  What I got was long, meandering stories about things like midnight treasure hunts in NYC that were anti-climatic, and the mildly amusing tale of the author applying for U.S. citizenship.  It had potential, but just never got rolling.  His penchant for being self-desparaging and sounding melancholy also got old very quickly.	2005-10-13
US	12084872	RXSNFPCUPX28W	1413903290	937104041	Yotsuba&! Volume 3 (v. 3)	Books	4	13	14	N	N	Souvenirs,Flowers and Fireworks	\\"Yotsuba&!\\" Volume 3 continues the adventures of everybodys favorite green haired rascal. <br /> <br />Like the previous volumes, each chapter deals with Yotsuba engaging everyday activities and we,the readers,are treated to her happiness. <br /> <br />The first chapter,\\"Souvenirs\\" concludes the last chapter from volume 2 where Asagi returns from Okinawa with gifts for her family and of course,Yotsuba.She decides to return the favor with a \\"souvenir\\" of her own(which sparks a memory from Asagi's childhood which is touched upon later on).We're also introduced to a new character,Torako,Asagi's cigarate smoking friend. <br /> <br />\\"Asagi\\" has Yotsuba waiting for another souvenir from the long haired lady next door.Yotsuba's reaction when she discovers Asagi didn't pick her up anything is dead on to what a real kid would do in the same situation.Later,the girls set off fireworks(including one on top of Torako's Car!) <br /> <br />We learn something new about Jumbo in \\"Flowers\\" as Yotsuba takes a trip to the Florist with Fuka and returns with flowers...ALOT of flowers for just 10 yen(read to find out how). <br /> <br />\\"The Bon Festival\\" has Yotsuba dressed as The Flower Cupid,a perfect way for Koiwai(Yotsuba's Dad) to get rid of the flowers from the previous chapter.In her adorable outfit,Yotsuba is told to go around the neighborhood and give away the remaining flowers.During her tour,she encounters a number of people, including a Female Police Officer(the scene in question has a nice reference to the Water Gun from volume 2). <br /> <br />\\"The Elephant\\",my favorite chapter in this book,has Yotsuba's first trip to the Zoo.There are plenty of Animal moments with Yotsuba(Her punching out a Goat is one of the highlights of this volume) and also quite one with her and her Dad. <br /> <br />By far the most shocking moment occurs in \\"The Fireworks Show?\\"...We FINALLY meet Ena,Fuka and Asagi's Father(the one Asagi never remembers and thinks is dead).Jumbo also tries to use Yotsuba to ask Asagi to go to the Fireworks Show with him...which leads into the last chapter:\\"The Fireworks Show!\\" <br />While this is really just a repeat of the \\"Asagi\\" chapter it does have some new material,like a frustrated Jumbo asking Miura,Ena's short haired friend, if she's a boy or girl and scenes in which the girls take advantage of Jumbo's crush on Asagi to buy food and play the games at the show. <br /> <br />Once again,we have solid artwork from Kiyohiko Azuma,whose character designs are one of the main highlights of each volume.While the plots are fun in this collection,they weren't  as crazy as the first two volumes(which isn't a bad thing)they were more relaxed.If this volume had any weak points it would be we didn't receive any new details on Yotsuba's Mom or her life overseas and also there weren't any Translation Notes(some more facts on The Bon Festival would have been helpful). <br /> <br />Funny,cute and sweet.A highly recommended title.	2005-10-13
US	52697458	R24A7DP8FCR7KC	0316738263	229332418	Garbage Land: On the Secret Trail of Trash	Books	4	9	10	N	N	In the End, the Garbage Will Win	This book describes Elizabeth Royte's attempts to follow her household garbage as it was hauled out of her Brooklyn neighborhood. After getting to know her hard-working local sanitation workers and touring some nearby staging areas, Royte ran into trouble when asking to inspect the modern for-profit landfills. (NYC garbage often ends up in landfills in my ever-so-accepting state of Pennsylvania.) Landfills are now gigantic corporate operations where secrecy rules, as if they have something to hide from irate citizens or nosy government inspectors. I was disappointed that Royte gave up on the landfills so easily, because if she had stuck with her detective work, she could have written a powerhouse investigative report on this shifty business. Royte has better luck with following her recycled items, gaining much insight into the nature of recycling operations, from the questionable economics of citizen sorting efforts to whether or not recycling things really saves energy or raw materials. The answers to these questions will probably be more depressing than you expect.<br /><br />Royte's coverage of recycling turns out to be the most useful aspect of this book, and you may conclude that it's not all it's cracked up to be. That's because Royte shows that consumer and household waste actually makes up just a tiny percentage of what goes to landfills, and quaint small-scale efforts by individual citizens barely make a dent when large-scale commercial and industrial operations are given no reason to reduce their infinitely greater amounts of waste. Eventually, the book narrows down its arguments to the real benefits of reducing consumption and consumerism, because in theory we won&#8217;t have to worry about disposing of waste that is never created in the first place. (A New York City sanitation official provided the telling quote that I used as the title of this review.) Unfortunately, Royte jumps around among a great many smaller issues in refining this concept, which results in quick and spotty coverage of many important aspects of the garbage universe, while the reduce-reuse-recycle consensus is not backed up by any corroborated economics or authoritative philosophy. That gives this book a scattershot, unfocused, and inconclusive feel, though the basic information is certainly useful for those concerned about their own ecological footprint. [~doomsdayer520~]h results in quick and spotty coverage of many important aspects of the garbage universe, while the reduce-reuse-recycle consensus is not backed up by any corroborated economics or authoritative philosophy. That gives this book a scattershot, unfocused, and inconclusive feel, though the basic information is certainly useful for those concerned about their own ecological footprint. [~doomsdayer520~]	2005-10-13
US	48531726	R6HXBA7QAHMMO	1932792007	382691060	Toward a Jewish Theology of Liberation: The Challenge of the 21st Century	Books	1	6	48	N	N	Marc Ellis distorts facts and replaces them with Fiction	Marc Ellis, thinks that Blacks Hawks fly off the pages of the Torah has ideas about the State of Israel that loom somewhere between fantasy, and a deep hatred of Israel and being a Jew. This book blames Jews on the breaking of the Covenant, and is blood libel at it's best.	2005-10-13
US	14689678	R2TJQNUGQNX5AH	037582670X	342317933	Eldest (Inheritance, Book 2)	Books	4	1	6	N	N	Please disreguard the poor reviews...	This book was just as entrancing as the first, Eargon.  I think the author uses wonderful language and beautiful descriptions.   <br /> <br />The others who claim it was boring only say that because the things that were easy to predict from the first book didn't occur until the last 50 pages of this long story.  Which I have found is how most trilogies are written. <br /> <br />I recommend the book to anyone who likes fantasy books.  If you like Eargon, then you will like this book because the character truly grows right before your eyes.  Its fun to see the transformation from boy to man portrayed so well in a book. <br />	2005-10-13
US	12427935	R9MU2MD3OZEF8	081701439X	56079313	Just Don't Marry One: Interracial Dating, Marriage, and Parenting	Books	4	3	15	N	N	OK Book	Very good book for interracial dating advice by the way if  your looking for an interracial relationship your may want to try Matchinterracial or some of the other sites that cater to interracial dating  <br /> <br />	2005-10-13
US	51247650	R1UEKCMVIDJCL2	1860496334	878221461	Mapping the Edge	Books	4	1	1	N	N	Dunant Maps New Boundaries For The Psychological Thriller!,	Ms. Dunant delivers two different versions of the plot. What happens to Anna Franklin? She is thirty-nine, very attractive, \\"pretty was always too tame a word,\\" a single mother and journalist, who goes for a short vacation to Italy, leaving her six-year-old daughter with friends in London. When she does not return, her friends are justifiably alarmed, but knowing Anna's reliability they invent rational reasons for her continued absence - until it becomes apparent that she may never return.<br /><br />The two different accounts of Anna's adventures are cleverly interwoven with the narrative of what occurs at home with the daughter and friends who wait, as we wait, to discover just what is going on. The author also takes us on a journey into Anna's past to further develop her character. This chilling novel promises answers but never really delivers. Ms. Dunant's writing is taut and suspenseful. She is a three time finalist for the Golden Dagger Award. This is a novel you won't be able to put down - an engrossing read!<br /><br />JANA	2005-10-13
US	51638342	R1MW9RXX96XX87	0373123795	208734059	The Banker's Convenient Wife	Books	5	2	3	N	Y	One of my favorite Lynne Graham titles, unique and emotional!	I love the amnesia stories, they really stir one's imagination and this story is well-told.  Yes, the hero is a bit of a jerk, but he certainly comes around despite his alpha male attitude, which is always nice to experience.<br /><br />I highly recommend this title, along with all of the L'Amour books.  I'll be reading this one again, I just love Hilary's quirkiness and spunk!<br /><br />-Cyndi	2005-10-13
US	51906118	R294N17D7FZ1ZD	1582381577	88012383	Stars: A Fully Illustrated, Authoritative and Easy-to-Use Guide (A Golden Guide from St. Martin's Press)	Books	5	6	6	N	N	Great starter book of stars	This book is an excellent starter book on stars.  I received it as a kid and I've held onto my first copy of this book for 30 years!  It finally wore out and I ordered an updated version.  I live in New Hampshire and we have a great night sky.  I use this book as a quick reference guide to see what constellations are in the sky now.  Also, the pictures in the book make it easy to \\"see\\" what the constellation looks like.  This book is not good for tracking planets - where they are, when.  That's more advanced than this book is.  This book is an excellent primer.	2005-10-13
US	12083282	R2V2IY84BMX33T	0964670534	108367465	The Guide To MIDI Orchestration	Books	5	10	11	N	N	Useful and inspiring	This book pulls together a wide range of useful information, which is normally scattered across a range of forums. The use of colour, and in particular colour chart relating frequency ranges in descriptive terms is handy. The orchestration tips on achieving specific moods is also useful and innovative. The book does not seem to me to be crammed with information. Personally, it feels as though the book is designed to be read, rather then referred to, and this is a positive thing when most traditional orchestration books in my opinion tend to be dry and academic.	2005-10-13
US	51880637	R2ROVM7ETT9N8U	0471741256	399772235	Trade Stocks and Commodities with the Insiders: Secrets of the COT Report	Books	5	16	20	N	Y	A very good methodology for interprting the COT reports for trading	I have read the other reviews and found them to be inaccurate. The COT report is unique to futures however Larry has developed another indicator that provides a similar indicator that is applicable to stocks and futures markets that do not have COT reports available. Exit criteria are discussed on numerous occasions. While entrances are subjective Larry mentions this repeatedly, saying that trading involves 2 steps: 1) setup, which the COT reports can help provide and 2) entry trigger, which he provides some simple techniques he has used over the years.  <br /> <br />While there are references to his advisory and educational services as well as the data/charting company that he uses they are not simply marketing gimmicks. When I study analysts, advisors and the like I prefer to be able to exactly duplicate their studies and verify them for myself and Larry's references are very beneficial in that regard. <br /> <br />Larry is truly one of the good guys in this oft misunderstood industry. He has been around for a long time and hopefully will be around for a long time to come. <br />	2005-10-13
US	38554571	RXKIRLJUYF0NW	0764589024	195232144	Frommer's Maui 2006 (Frommer's Complete Guides)	Books	5	5	23	N	N	took too long	for price savings, i should have gone to the book store. i didn't save that much and i waited a while (which in my limited experience w/amazon orders is unusual) for the  book to be delivered.  the book, like most from frommers, receives the 5 stars.	2005-10-13
US	12075869	RMX6CG586SJPL	0743442784	485415118	The Swell Dressed Party	Books	1	1	7	N	N	Doesn't deserve a single star	Even though we live in an era obsessed with youth, there are some people who go to extremes that are just pathetic. For example, the authors of this book. <br />    There is nothing pretty, or swell, in seeing two middle-aged women write and act like they are twelve. On the contrary: it makes a grown-up cringe.  <br />    Ilene and Cynthia (who in this book refer to their husbands as their \\"big daddies\\") write supposedly cutesy and really moronic advice for becoming a \\"perfect hostess.\\"  <br />    This book might come in handy - if you are serving tea for your Barbies in the dollhouse. Then again, even a child probably has fresher, more creative ideas than these two.	2005-10-13
US	38519848	R2RF6A68YTRDUE	0785200282	512578982	Gods Blessings for Your Baby: A Prayer and Scripture Journal for the Mother-To Be	Books	5	0	0	N	Y	Not what I expected	This is a good book with a lot of great scriptures in it.  But it was not what I was expecting.  It is a journal with some scriptures in it and place to write about your doctor visits.  It also has some short stories about God blessing people with children.  In the back it has several pages of biblical names.  It is a very cute journal and I read the scriptures in it everyday.	2005-10-13
US	37672260	R4N5VJ6G1Q0TN	0743496108	357668604	One Little Sin	Books	2	6	7	N	N	Flat read	I'm disappointed with this book as well. I have loved Carlyle's past books because they were dark, sensual, humorous, and manned by vivid,unforgettable characters. Not to mention that she put her own stamp upon the Regency Historical sub-genre by exploring things that most RH authors don't. But One Little Sin is very conventional. Carlyle's stunning prose is evident, but her beautiful characterizations and use of setting flicker on and off throughout the book, leaving me unsatisfied and confused as to whom I was reading. From the beginning of book, I found myself impatient to finish it, and highly anticipating the next two books of the trilogy. Like another reviewer said; One Little Sin is merely your typical rake/governess+cute baby historical romance.	2005-10-13
